Code_recycling,Area,Year,Recycling_Rates,Per_Capita_Recycling,Per_Capita_Reuse,Area_km2,Population,Population_Density,Reuse_Facility_Density,Resource_Recovery_Efficiency,Reuse_Coverage,Number of Reuse Organisations,Number of Charity Shops - 2007,Re-use Activity Weight (tonnes),London_Status,Region_and_Borough,Postcode,recycling_ranking,Code_reuse
E09000032,Wandsworth,2022,22,0.066 %/person,NaN,34.3,335500,"9,781",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E12000005,West Midlands,2003,16,0.003 %/person,NaN,902.0,5400000,"5,987",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000005,West Midlands,2004,20,0.004 %/person,NaN,902.0,5424300,"6,014",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000005,West Midlands,2005,25,0.005 %/person,NaN,902.0,5448709,"6,041",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000005,West Midlands,2006,29,0.005 %/person,NaN,902.0,5473228,"6,068",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000005,West Midlands,2007,33,0.006 %/person,NaN,902.0,5497858,"6,095",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000005,West Midlands,2008,37,0.007 %/person,NaN,902.0,5522598,"6,123",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2009,40,0.007 %/person,NaN,902.0,5547450,"6,150",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2010,42,0.008 %/person,NaN,902.0,5572413,"6,178",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2011,43,0.008 %/person,NaN,902.0,5597489,"6,206",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000005,West Midlands,2012,44,0.008 %/person,NaN,902.0,5622678,"6,234",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000005,West Midlands,2013,42,0.007 %/person,NaN,902.0,5647980,"6,262",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2014,42,0.007 %/person,NaN,902.0,5673396,"6,290",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2015,42,0.007 %/person,NaN,902.0,5698926,"6,318",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2016,41,0.007 %/person,NaN,902.0,5724571,"6,347",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2017,40,0.007 %/person,NaN,902.0,5750332,"6,375",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2018,40,0.007 %/person,NaN,902.0,5776208,"6,404",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2019,40,0.007 %/person,NaN,902.0,5802201,"6,433",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2020,39,0.007 %/person,NaN,902.0,5828311,"6,462",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2021,38,0.006 %/person,NaN,902.0,5854538,"6,491",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000005,West Midlands,2022,38,0.006 %/person,NaN,902.0,5880884,"6,520",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E09000033,Westminster,2003,11,0.061 %/person,NaN,21.5,180500,"8,395",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2004,15,0.084 %/person,NaN,21.5,179500,"8,349",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2005,18,0.101 %/person,NaN,21.5,178500,"8,302",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2006,20,0.113 %/person,NaN,21.5,177400,"8,251",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2007,23,0.130 %/person,0.244 kg,21.5,176400,"8,205",23.3%,200.0%,130.2%,5,28,43,Core London,Central,WC1,E,00BK
E09000033,Westminster,2008,23,0.131 %/person,NaN,21.5,175400,"8,158",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2009,24,0.138 %/person,NaN,21.5,174500,"8,116",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,D,00BK
E09000033,Westminster,2010,25,0.115 %/person,NaN,21.5,217200,"10,102",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,D,00BK
E09000033,Westminster,2011,25,0.114 %/person,NaN,21.5,219600,"10,214",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,D,00BK
E09000033,Westminster,2012,22,0.098 %/person,NaN,21.5,223700,"10,405",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2013,21,0.093 %/person,NaN,21.5,225300,"10,479",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2014,19,0.083 %/person,NaN,21.5,229900,"10,693",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2015,17,0.071 %/person,NaN,21.5,238000,"11,070",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2016,17,0.070 %/person,NaN,21.5,242000,"11,256",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2017,19,0.078 %/person,NaN,21.5,244800,"11,386",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2018,22,0.086 %/person,NaN,21.5,255300,"11,874",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2019,20,0.077 %/person,NaN,21.5,261300,"12,153",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2020,24,0.091 %/person,NaN,21.5,264800,"12,316",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,D,00BK
E09000033,Westminster,2021,21,0.079 %/person,NaN,21.5,266400,"12,391",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,E,00BK
E09000033,Westminster,2022,25,0.093 %/person,NaN,21.5,268100,"12,470",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,Central,WC1,D,00BK
E12000003,Yorkshire and the Humber,2003,15,0.003 %/person,NaN,15420.0,5100000,331,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000003,Yorkshire and the Humber,2004,19,0.004 %/person,NaN,15420.0,5120400,332,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000003,Yorkshire and the Humber,2005,22,0.004 %/person,NaN,15420.0,5140881,333,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000003,Yorkshire and the Humber,2006,27,0.005 %/person,NaN,15420.0,5161445,335,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000003,Yorkshire and the Humber,2007,31,0.006 %/person,NaN,15420.0,5182090,336,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000003,Yorkshire and the Humber,2008,34,0.007 %/person,NaN,15420.0,5202819,337,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000003,Yorkshire and the Humber,2009,37,0.007 %/person,NaN,15420.0,5223630,339,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2010,40,0.008 %/person,NaN,15420.0,5244525,340,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2011,42,0.008 %/person,NaN,15420.0,5265503,341,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2012,43,0.008 %/person,NaN,15420.0,5286565,343,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2013,44,0.008 %/person,NaN,15420.0,5307711,344,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2014,44,0.008 %/person,NaN,15420.0,5328942,346,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2015,44,0.008 %/person,NaN,15420.0,5350258,347,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2016,43,0.008 %/person,NaN,15420.0,5371659,348,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2017,42,0.008 %/person,NaN,15420.0,5393145,350,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2018,43,0.008 %/person,NaN,15420.0,5414718,351,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2019,44,0.008 %/person,NaN,15420.0,5436377,353,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000003,Yorkshire and the Humber,2020,42,0.008 %/person,NaN,15420.0,5458122,354,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2021,42,0.008 %/person,NaN,15420.0,5479955,355,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000003,Yorkshire and the Humber,2022,42,0.008 %/person,NaN,15420.0,5501875,357,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
